id,original,translation,approved,drift_score,validation_score
I1135,Keep my hair fashionable,髪型をおしゃれに保つ,1,5.00,4.00
I1136,Keep my happy feelings to myself,嬉しい気持ちを表に出さない,1,4.00,5.00
I1137,Keep my promises,約束を守る,1,5.00,5.00
I1138,Keep my sense of humor even in gloomy situations,暗い状況でもユーモアを保つ,1,5.00,4.00
I1139,Keep my thoughts to myself,考えを自分の中に留める,1,5.00,4.67
I1140,Keep myself well-groomed,身だしなみを整える,1,5.00,5.00
I1141,Keep others at a distance,人と距離を置く,1,4.00,4.67
I1142,Keep straight right from wrong,善悪をはっきり区別する,1,5.00,5.00
I1143,Keep things tidy,整理整頓する,1,5.00,5.00
I1144,Keep to myself,一人でいる,,3.00,3.67
I1145,Keep to myself even when I'm around other people,人といても一人でいる,,4.00,2.67
I1146,Keep track of a company�fs inventory,会社の在庫を管理する,1,5.00,4.00
I1147,Keep up an appearance,体裁を保つ,1,5.00,4.00
I1148,"Knitted, quilted, sewed, or crocheted",編み物や裁縫をする,,3.00,4.67
I1149,Know how things work,物事の仕組みを理解する,1,5.00,5.00
I1150,Know how to apply my knowledge,知識を応用できる,1,4.00,4.67
I1151,Know how to captivate people,人を魅了する方法を知っている,1,5.00,4.00
I1152,Know how to comfort others,人を慰める方法を知っている,1,5.00,4.67
I1153,Know how to cope,対処する方法を知っている,,5.00,3.00
I1154,Know how to enjoy myself,楽しむ方法を知っている,1,5.00,4.67
I1155,Know how to get around the rules,ルールを回避する方法を知っている,1,5.00,4.00
I1156,Know how to get things done,物事を成し遂げる方法を知っている,1,5.00,5.00
I1157,Know immediately what to do,すぐに何をすべきか分かる,1,5.00,4.67
I1158,Know many languages,多くの言語を知っている,1,5.00,5.00
I1159,Know my strengths,自分の強みを知っている,1,5.00,5.00
I1160,Know no limits,限界を知らない,1,5.00,3.67
I1161,Know people whose opinions are simply not worth listening to,意見を聞く価値がない人がいる,1,4.00,4.33
I1162,Know someone whom I really care about as a person,人として本当に大切に思う人がいる,1,4.00,5.00
I1163,Know that anyone who tries can get a job,努力すれば誰でも仕事に就けると思う,1,4.00,4.67
I1164,Know that I am not a special person,自分は特別な人間ではないと思う,1,4.00,5.00
I1165,Know that my beliefs make my life important,自分の信念が人生を意味あるものにする,1,4.00,5.00
I1166,Know that my decisions are correct,自分の決断は正しいと思う,1,5.00,5.00
I1167,Know that my friends consider me to be impulsive,友人から衝動的だと思われている,1,4.00,4.00
I1168,Know that my ideas sometimes surprise people,自分の考えが人を驚かせることがある,1,5.00,4.33
I1169,Know that my life has no strong purpose,人生に明確な目的がない,1,4.00,4.67
I1170,Know that some others accept my shortcomings,自分の欠点を受け入れてくれる人がいる,1,5.00,4.67
I1171,Know that there are people in my life who care as much for me as for themselves,自分のことを自分と同じくらい大切にしてくれる人が周りにいる,1,4.00,3.67
I1172,Know the answers to many questions,多くの質問の答えを知っている,,5.00,3.00
I1173,Know what I want,自分の望むものが分かっている,1,5.00,4.00
I1174,Know what makes others tick,人を動かすものが分かる,,4.00,2.33
I1175,Know what to say to make people feel good,人の気分を良くする言葉が分かる,1,5.00,3.67
I1176,Lack the talent for influencing people,人に影響を与える才能がない,1,5.00,3.67
I1177,Laugh a lot,よく笑う,1,5.00,5.00
I1178,Laugh aloud,声を出して笑う,1,5.00,5.00
I1179,Laugh at others,人を笑いものにする,,3.00,3.67
I1180,Laugh at the slightest provocation,些細なことですぐ笑う,1,5.00,4.00
I1181,Laugh my way through life,人生を笑って過ごす,,5.00,2.67
I1182,Laugh out loud if something is funny,面白いと声を出して笑う,1,5.00,4.67
I1183,Lay down the law to others,他人に規則を押し付ける,1,4.00,4.67
I1184,Lead other people,人を導く,1,5.00,5.00
I1185,Learn quickly,物事をすぐに習得する,1,4.00,4.67
I1186,Learn things slowly,物事を理解するのに時間がかかる,,3.00,5.00
I1187,Learned a new board or card game,新しいボードゲームやカードゲームを覚えた,,5.00,2.67
I1188,Learned a new skill,新しい技能を身につける,1,4.00,5.00
I1189,Leave a mess in my room,部屋を散らかしたままにする,1,4.00,5.00
I1190,Leave my belongings around,持ち物を出しっぱなしにする,1,4.00,5.00
I1191,Leave my work undone,仕事を途中で放り出す,,3.00,4.00
I1192,Leave things unfinished,物事を最後までやり遂げない,1,4.00,5.00
I1193,Let a child win a game,子どもにゲームで勝たせてあげる,1,5.00,5.00
I1194,Let bygones be bygones,過去のことは水に流す,1,5.00,5.00
I1195,Let my attention wander off,注意が散漫になりやすい,1,4.00,5.00
I1196,Let myself be directed by others,他人に指図されるままになる,1,4.00,3.67
I1197,Let myself be influenced by others,他人の影響を受けやすい,1,4.00,5.00
I1198,Let myself be pushed around,他人に押し切られやすい,1,4.00,5.00
I1199,Let myself be taken over by urges to spend or eat too much,使いすぎや食べすぎの衝動に負ける,1,4.00,3.67
I1200,Let myself be used,他人に利用されやすい,,3.00,5.00
I1201,Let myself go,羽目を外す,1,4.00,4.00
I1202,Let other people take the credit for my work,自分の手柄を他人に譲る,1,4.00,4.00
I1203,Let others determine my choices,他人に選択を委ねる,1,5.00,4.00
I1204,Let others down,人を失望させてしまう,,5.00,3.00
I1205,Let others finish what they are saying,人の話を最後まで聞く,1,4.00,5.00
I1206,Let others make the decisions,決定を他人に任せる,1,5.00,4.33
I1207,Let others take advantage of me,人に利用されやすい,1,4.00,4.67
I1208,Let people pull my leg,冗談で騙されやすい,,3.00,4.67
I1209,Let people push me around to help them feel important,相手を立てるために言いなりになる,1,4.00,3.67
I1210,Let things proceed at their own pace,物事を自然に進ませる,,5.00,2.67
I1211,Lie to get myself out of trouble,困難を逃れるために嘘をつく,1,4.00,4.00
I1212,Lifted weights,ウェイトトレーニングをする,1,5.00,5.00
I1213,Like a leisurely lifestyle,のんびりした生活を好む,1,5.00,5.00
I1214,Like harmony in my life,調和のある生活を好む,1,5.00,5.00
I1215,Like having authority over others,人の上に立つことを好む,1,5.00,5.00
I1216,Like music,音楽が好きだ,1,4.00,4.67
I1217,Like order,秩序を好む,1,5.00,5.00
I1218,Like taking risks,リスクを取ることを好む,1,5.00,4.67
I1219,Like to act on a whim,思いつきで行動する,1,4.00,4.67
I1220,Like to amuse others,人を楽しませることが好きだ,1,4.00,4.67
I1221,Like to attract attention,注目を集めたい,,3.00,4.00
I1222,Like to be alone,一人でいたい,1,4.00,4.33
I1223,Like to be of service to others,人の役に立ちたい,1,4.00,4.33
I1224,Like to be thought of as a normal kind of person,普通の人だと思われたい,1,5.00,4.00
I1225,Like to be viewed as proper and conventional,礼儀正しく常識的と見られたい,,3.00,4.00
I1226,Like to begin new things,新しいことを始めるのが好きだ,1,5.00,5.00
I1227,Like to behave spontaneously,その場の思いつきで行動するのが好きだ,1,4.00,5.00
I1228,Like to do frightening things,怖いことをするのが好きだ,1,5.00,4.33
I1229,Like to do things for others,人のために何かするのが好きだ,1,5.00,5.00
I1230,Like to exaggerate my troubles,自分の悩みを大げさに話す,,3.00,4.33
I1231,Like to follow a regular schedule,規則正しいスケジュールを好む,1,4.00,5.00
I1232,Like to get lost in thought,思索にふける,,3.00,3.33
I1233,Like to gossip,噂話をする,1,5.00,4.67
I1234,Like to know how things work,物事の仕組みを知りたがる,1,5.00,4.33
I1235,Like to laugh out loud,大声で笑う,1,4.00,5.00
I1236,Like to look at my body,自分の身体を見る,,5.00,3.33
I1237,Like to look at myself in the mirror,鏡で自分を見る,1,5.00,5.00
I1238,Like to organize things,物を整理整頓する,,3.00,5.00
I1239,Like to plan ahead,事前に計画を立てる,1,5.00,5.00
I1240,Like to please others,他者を喜ばせる,1,5.00,4.00
I1241,Like to read,読書が好きだ,1,5.00,5.00
I1242,Like to show off my body,自分の身体を見せびらかす,,5.00,2.00
I1243,Like to sleep on things before acting,行動前に一晩寝かせる,,4.00,2.33
I1244,Like to solve complex problems,複雑な問題を解くのが好きだ,1,5.00,5.00
I1245,Like to stand during the national anthem,国歌斉唱時に起立する,,3.00,4.33
I1246,Like to stand out in a crowd,人混みで目立ちたい,1,4.00,3.67
I1247,Like to start fights,喧嘩を仕掛ける,,3.00,4.00
I1248,Like to take it easy,のんびり過ごす,,3.00,5.00
I1249,Like to take my time,時間をかけて行う,,4.00,2.33
I1250,Like to take responsibility for making decisions,決断の責任を引き受ける,1,4.00,4.67
I1251,Like to talk about myself,自分のことを話すのが好きだ,1,5.00,5.00
I1252,Like to think of new ways to do things,新しいやり方を考えるのが好きだ,1,5.00,5.00
I1253,Like to tidy up,整理整頓するのが好きだ,1,4.00,5.00
I1254,Like to trick people into doing things for me,人を操って動かすのが好きだ,1,4.00,3.67
I1255,Like to visit new places,新しい場所に行くのが好きだ,1,5.00,5.00
I1256,Like to watch children open presents,子どもがプレゼントを開けるのを見るのが好きだ,1,4.00,5.00
I1257,Like to watch figure skating,フィギュアスケートを観るのが好きだ,1,5.00,4.67
I1258,Like variety,変化を好む,,3.00,5.00
I1259,Listen to my brain rather than my heart,心よりも頭で判断する,1,4.00,4.00
I1260,Listen to my conscience,良心に従う,1,4.00,5.00
I1261,Listen to my feelings when making important decisions,重要な決断をするとき、自分の感情に耳を傾ける,1,5.00,5.00
I1262,Listen to my heart rather than my brain,理性よりも感情を優先する,,3.00,5.00
I1263,Listened to a religious program on the radio or TV,ラジオやテレビで宗教番組を聴いた,,5.00,3.00
I1264,Listened to music on the radio,ラジオで音楽を聴いた,,5.00,3.00
I1265,Listened to music while working,作業中に音楽を聴いた,,5.00,3.00
I1266,Live in a world of my own,自分だけの世界に生きる,1,5.00,4.33
I1267,Look at the bright side of life,物事の明るい面を見る,1,4.00,5.00
I1268,Look at the facts,事実を見る,1,5.00,3.67
I1269,Look down on any weakness,弱さを見下す,1,5.00,5.00
I1270,Look down on others,他人を見下す,1,5.00,5.00
I1271,Look for hidden meaning in things,物事に隠れた意味を探す,,5.00,3.33
I1272,Look for hidden meanings in things,物事に隠れた意味を探す,,5.00,3.33
I1273,Look forward to each new day,新しい日を楽しみにする,1,4.00,4.67
I1274,Look forward to the opportunity to learn and grow,学び成長する機会を楽しみにする,1,5.00,3.67
I1275,Look on the bright side,物事の明るい面を見る,1,4.00,5.00
I1276,Looked something up in an encyclopedia,百科事典で調べ物をする,,4.00,3.00
I1277,Looked up a word in a dictionary,辞書で言葉を調べる,1,5.00,4.67
I1278,Looked up information on the Internet,インターネットで情報を調べる,1,5.00,4.67
I1279,Lose control over my behavior when I'm emotional,感情的になると行動を制御できなくなる,1,4.00,4.00
I1280,Lose my temper,かっとなる,1,5.00,5.00
I1281,Lose respect for leaders if I disagree with them,意見が合わないとリーダーへの尊敬を失う,,4.00,2.00
I1282,Lose sight of what is most important in life,人生で最も大切なことを見失う,,5.00,2.00
I1283,Love a good fight,激しい争いを好む,,3.00,3.33
I1284,Love action,行動的なことが好きだ,,3.00,4.33
I1285,Love beautiful things,美しいものが好きだ,1,5.00,5.00
I1286,Love children,子どもが好きだ,1,5.00,5.00
I1287,Love children's movies,子ども向け映画が好きだ,1,5.00,5.00
I1288,Love dangerous situations,危険な状況を好む,,5.00,3.33
I1289,Love excitement,刺激的なことが好きだ,1,4.00,4.67
I1290,Love flowers,花が好きだ,1,5.00,5.00
I1291,Love large parties,大人数のパーティーが好きだ,1,5.00,5.00
I1292,Love life,人生を楽しんでいる,1,4.00,5.00
I1293,Love luxury,贅沢が好きだ,1,5.00,5.00
I1294,Love my enemies,敵をも愛する,,4.00,3.00
I1295,Love order and regularity,秩序と規則性を好む,1,4.00,5.00
I1296,Love surprise parties,サプライズパーティーが好きだ,1,5.00,4.67
I1297,Love the feeling of being intimately close with someone,誰かと親密な関係でいることが好きだ,1,4.00,4.33
I1298,Love to be complimented,褒められることが好きだ,1,4.00,5.00
I1299,Love to be the center of attention,注目の的になるのが好きだ,1,5.00,5.00
I1300,Love to chat,おしゃべりが好きだ,1,5.00,5.00
I1301,Love to come up with objections,反論を考えるのが好きだ,1,4.00,4.33
I1302,Love to daydream,空想するのが好きだ,1,5.00,5.00
I1303,Love to eat,食べることが好きだ,1,5.00,5.00
I1304,Love to hear about other countries and cultures,他国の文化を知るのが好きだ,1,4.00,5.00
I1305,Love to help others,人を助けるのが好きだ,1,5.00,5.00
I1306,Love to learn new things,新しいことを学ぶのが好きだ,1,5.00,5.00
I1307,Love to let others share the spotlight,注目を他者に譲るのが好きだ,,5.00,3.33
I1308,Love to make other people happy,人を幸せにするのが好きだ,1,5.00,5.00
I1309,Love to read challenging material,難しい文章を読むのが好きだ,1,4.00,5.00
I1310,Love to reflect on things,物事を深く考えるのが好きだ,1,4.00,5.00
I1311,Love to think up new ways of doing things,新しいやり方を考え出すのが好きだ,1,5.00,5.00
I1312,Love what I do,自分のしていることが好きだ,1,4.00,5.00
I1313,Made a bed,ベッドを整える,,4.00,3.33
I1314,Made an entry in a diary or journal,日記を書く,1,4.00,4.00
I1315,Made an entry on a personal web-page,個人サイトやSNSに投稿する,,3.00,4.00
I1316,Maintain high energy throughout the day,一日中高い活力を保つ,1,5.00,3.67
I1317,Make a decision and move on,決断してすぐ行動する,1,4.00,5.00
I1318,Make a fool of myself,恥をかいてしまう,1,5.00,4.67
I1319,Make a lot of noise,騒がしくする,1,5.00,4.67
I1320,Make a mess of things,物事を台無しにしてしまう,1,5.00,4.67
I1321,Make beautiful things,美しいものを作る,1,4.00,5.00
I1322,Make careful choices,慎重に選択する,1,4.00,5.00
I1323,Make careless mistakes,不注意なミスをする,1,5.00,4.67
I1324,Make certain that my plans will work,計画が確実に機能するようにする,,3.00,4.00
I1325,"Make decisions based on facts, not feelings",感情ではなく事実に基づいて判断する,1,4.00,4.00
I1326,Make decisions only after I have all of the facts,すべての事実を得てから判断する,,3.00,4.33
I1327,Make decisions quickly,素早く決断する,1,5.00,5.00
I1328,Make decisions that affect a lot of people,多くの人に影響する決断をする,1,4.00,4.33
I1329,Make demands on others,人に要求を押しつける,,3.00,4.67
I1330,Make enemies,敵を作る,1,5.00,4.67
I1331,Make friends easily,簡単に友達ができる,1,5.00,5.00
I1332,Make important things happen,重要なことを実現する,1,4.00,4.00
I1333,Make insightful remarks,洞察力のある発言をする,1,5.00,4.67
I1334,Make jokes,冗談を言う,1,4.00,5.00
I1335,Make myself the center of attention,自分を注目の的にする,1,5.00,3.67
I1336,Make others feel good,人を良い気分にさせる,1,5.00,5.00
I1337,Make people feel at ease,人を安心させる,,3.00,5.00
I1338,Make people feel uncomfortable,人を不快にさせる,1,5.00,4.67
I1339,Make people feel welcome,人を歓迎する,1,4.00,4.67
I1340,Make plans and stick to them,計画を立てて守る,1,5.00,5.00
I1341,Make rash decisions,軽率に決断してしまう,1,5.00,5.00
I1342,Make up word puzzles,言葉のパズルを作る,1,5.00,3.50
I1343,Make well-considered decisions,よく考えて決断する,1,5.00,5.00
I1344,Manage a computer data base,データベースを管理する,1,4.00,4.00
I1345,Meet challenges,困難に立ち向かう,,3.00,5.00
I1346,Mess things up,物事を台無しにしてしまう,1,5.00,5.00
I1347,Might actually enjoy being caught in an earthquake or tornado,地震や竜巻に遭遇することを楽しめるかもしれない,,4.00,2.50
I1348,Might enjoy a free fall from an airplane,飛行機からの自由落下を楽しめるかもしれない,,5.00,3.00
I1349,Might enjoy the thrill of being lost at sea,海で遭難するスリルを楽しめるかもしれない,,4.00,2.50
I1350,Misjudge situations,状況を見誤ってしまう,1,5.00,5.00
I1351,Misrepresent the facts,事実を歪めて伝える,,3.00,3.33
I1352,Misuse power,権力を乱用する,,5.00,3.33
I1353,Monitor business expenses,経費を管理する,1,4.00,4.67
I1354,Must try to maintain harmony within my group,集団の調和を保とうとする,1,4.00,5.00
I1355,Need a creative outlet,創造的な活動が必要だ,,3.00,3.67
I1356,Need a lot of time to do things,物事に時間がかかる,,3.00,3.00
I1357,Need a push to get started,始めるのに後押しが必要だ,1,5.00,4.33
I1358,Need others to help run my life,他人に生活を管理してもらう必要がある,,4.00,2.67
I1359,Need protection,守ってもらう必要がある,,5.00,3.33
I1360,Need reassurance,安心させてもらう必要がある,1,5.00,3.67
I1361,Need the approval of others,他者の承認を必要とする,,5.00,3.00
I1362,Need things explained only once,一度説明されれば理解できる,,2.00,4.00
I1363,Need things to be arranged in a particular order,物事を特定の順序に配置する必要がある,,4.00,3.00
I1364,Need to understand my motives,自分の動機を理解する必要がある,,5.00,3.00
I1365,Neglect my duties,義務を怠る,,4.00,3.33
I1366,Never abuse my credit,クレジットを濫用しない,,4.00,2.33
I1367,Never at a loss for words,言葉に詰まらない,,3.00,4.00
I1368,Never challenge things,物事に疑問を持たない,,4.00,3.00
I1369,Never give up,決して諦めない,1,5.00,4.67
I1370,Never give up hope,決して希望を失わない,1,5.00,4.67
I1371,Never seek vengeance,復讐しようとしない,,4.00,3.00
I1372,Never spend more than I can afford,収入以上に使わない,,3.00,4.00
I1373,Never splurge,衝動買いしない,,3.00,4.67
I1374,Never stop talking,話し続ける,1,4.00,4.67
I1375,Notice my emotions,自分の感情に気づく,1,5.00,5.00
I1376,Obstruct others' plans,他者の計画を妨害する,1,5.00,3.67
I1377,Obtained stock market prices,株価を調べたことがある,1,4.00,5.00
I1378,Often am concerned about diseases I might have,病気ではないか心配することが多い,1,4.00,5.00
I1379,Often eat too much,食べ過ぎることが多い,1,5.00,5.00
I1380,Often express doubts,疑問を口にすることが多い,,3.00,4.67
I1381,Often feel blue,憂鬱な気分になることがよくある,1,4.00,5.00
I1382,Often feel like my thoughts make no sense,自分の考えがまとまらないことがよくある,,3.00,5.00
I1383,Often feel overwhelmed with rage,激しい怒りに圧倒されることがよくある,1,5.00,4.67
I1384,Often feel uncomfortable around others,他人といると居心地が悪いことがよくある,1,5.00,5.00
I1385,Often forget things,物事を忘れることがよくある,1,5.00,5.00
I1386,Often forget to put things back in their proper place,物を元の場所に戻し忘れることがよくある,1,5.00,5.00
I1387,Often have disorganized thoughts,考えがまとまらないことがよくある,1,4.00,5.00
I1388,Often ignore my feelings,自分の感情を無視することがよくある,1,5.00,4.00
I1389,Often make a fuss,大騒ぎすることがよくある,,5.00,3.33
I1390,Often make last-minute plans,土壇場で計画を立てることがよくある,1,5.00,4.33
I1391,Often need help,人の助けを必要とすることが多い,1,4.00,3.67
I1392,Often space out and lose track of what's going on,ぼんやりして状況を見失うことが多い,1,5.00,3.67
I1393,Often stop to analyze how I'm feeling,立ち止まって自分の感情を分析する,1,4.00,4.67
I1394,Often worry about things that turn out to be unimportant,些細なことを心配してしまうことが多い,1,4.00,4.00
I1395,Only feel comfortable with friends,友人といるときしか落ち着けない,,3.00,3.33
I1396,Only get what I want because I work hard for it,欲しいものは努力して手に入れる,1,4.00,5.00
I1397,Only talk about my own interests,自分の興味のある話しかしない,1,5.00,3.67
I1398,Oppose authority,権威に反抗する,1,4.00,4.67
I1399,Ordered food to be delivered,料理の宅配を注文する,1,5.00,5.00
I1400,Organize a political campaign,政治運動を組織する,1,4.00,4.33
I1401,Overestimate my achievements,自分の成果を過大評価する,1,5.00,3.67
I1402,Overreact to every little thing in life,些細なことにも過剰に反応する,1,4.00,4.67
I1403,Overuse my credit,クレジットカードを使いすぎる,1,4.00,4.67
I1404,Paint or draw,絵を描く,1,4.00,4.00
I1405,Painted a picture,絵を描いたことがある,1,4.00,4.00
I1406,Panic easily,パニックになりやすい,1,5.00,5.00
I1407,Participate in charity events,チャリティー活動に参加する,1,4.00,4.33
I1408,Participated in an exercise program,運動プログラムに参加したことがある,1,5.00,4.00
I1409,Participated in an online discussion group,オンライン掲示板に参加したことがある,,3.00,4.00
I1410,Pay a lot of attention to my feelings,自分の感情に注意を払う,1,5.00,4.67
I1411,Pay attention to details,細部に注意を払う,1,5.00,5.00
I1412,Pay my bills on time,支払いを期限内に済ませる,1,4.00,5.00
I1413,Pay no attention to my appearance,外見に無頓着だ,1,4.00,3.67
I1414,Pay too little attention to details,細部への注意が不足しがちだ,1,4.00,3.67
I1415,Persuade others to change their views,他者の考えを変えるよう説得する,1,5.00,5.00
I1416,Picked up litter,ごみを拾う,1,4.00,5.00
I1417,Plan an advertising campaign,広告キャンペーンを企画する,1,5.00,5.00
I1418,Plan budgets,予算を立てる,1,4.00,5.00
I1419,Plan investment strategies,投資戦略を立てる,1,5.00,5.00
I1420,Plan my life based on how I feel,感情に基づいて人生を計画する,1,5.00,4.00
I1421,Plan my life logically,論理的に人生を計画する,1,5.00,5.00
I1422,Planned a party,パーティーを企画する,1,4.00,5.00
I1423,Planted or transplanted a plant,植物を植えたり植え替えたりする,1,4.00,4.33
I1424,Play a role in order to impress people,人に良く見せるため演技する,,3.00,4.33
I1425,Play an instrument in a symphony,オーケストラで楽器を演奏する,1,5.00,5.00
I1426,Play tricks on others,人にいたずらをする,1,4.00,4.33
I1427,Played a board game,ボードゲームをする,1,4.00,5.00
I1428,Played a computer game,コンピューターゲームをする,1,4.00,5.00
I1429,Played a musical instrument,楽器を演奏する,1,5.00,5.00
I1430,Played a team sport,チームスポーツをする,1,4.00,5.00
I1431,Played basketball,バスケットボールをした,,5.00,2.67
I1432,Played bingo for money,お金を賭けてビンゴをした,,5.00,2.33
I1433,Played cards,トランプをした,,5.00,2.67
I1434,Played chess or checkers,チェスや将棋をした,,3.00,3.33
I1435,Played tennis or golf,テニスやゴルフをした,,5.00,3.00
I1436,Played with a child,子どもと遊んだ,,4.00,2.67
I1437,Played with a pet animal,ペットと遊んだ,,4.00,2.67
I1438,Plunge into tasks with all my heart,全力で仕事に取り組む,,3.00,5.00
I1439,Postpone decisions,決断を先延ばしにする,1,5.00,5.00
I1440,Prayed (not including blessings at meals),祈りをした,,5.00,2.67
I1441,Prefer fear to boredom,退屈より恐怖を好む,,5.00,3.33
I1442,Prefer friends who are excitingly unpredictable,予測不可能で刺激的な友人を好む,,5.00,3.00
I1443,Prefer going to movies to watching videos at home,自宅で動画を観るより映画館を好む,1,5.00,3.67
I1444,Prefer safety over risk,リスクより安全を好む,,5.00,3.33
I1445,Prefer that others make the major decisions in my life,人生の重要な決断を他人に任せたい,1,4.00,3.67
I1446,Prefer to be alone,一人でいることを好む,1,5.00,4.33
I1447,Prefer to deal with strangers in a formal manner,初対面の人とは形式的に接することを好む,,4.00,3.33
I1448,Prefer to do everything alone,すべて一人でやりたい,,4.00,3.33
I1449,Prefer to do things by myself,物事を一人でやりたい,,4.00,3.33
I1450,Prefer to eat at expensive restaurants,高級レストランで食事をしたい,,4.00,3.33
I1451,Prefer to just let things happen,成り行きに任せる,,4.00,3.33
I1452,Prefer to let others be the center of attention,注目の中心を他人に譲る,,4.00,3.00
I1453,Prefer to 'live in the moment' rather than plan things out,計画より今を楽しむ,,3.00,4.00
I1454,Prefer to participate fully rather than view life from the sidelines,傍観より積極参加を好む,,5.00,2.67
I1455,Prefer to stick with things that I know,慣れたものを好む,,3.00,3.67
I1456,Prefer variety to routine,ルーティンより変化を好む,1,4.00,3.67
I1457,Prepare financial contracts,金融契約書を作成する,,5.00,2.00
I1458,Pretend to be concerned for others,他人への関心を装う,,3.00,3.33
I1459,Produced a work of art,芸術作品を創作する,1,4.00,4.00
I1460,Provide comfort and support to others,他人を慰め支える,1,4.00,4.67
I1461,Purchase only practical things,実用的なものだけ購入する,1,5.00,4.67
I1462,Purchased a commodity as an investment,投資として商品を購入したことがある,1,4.00,3.67
I1463,Purchased a musical album,音楽アルバムを購入したことがある,1,5.00,5.00
I1464,Purchased a pet animal,ペットを購入したことがある,1,5.00,5.00
I1465,Purchased a scratch ticket,スクラッチくじを購入したことがある,1,4.00,5.00
I1466,Push myself very hard to succeed,成功のため自分を厳しく追い込む,1,4.00,4.67
I1467,Put a new perspective on things,物事に新たな視点を与える,1,5.00,4.00
I1468,Put down others' proposals,他人の提案を否定する,1,4.00,4.33
I1469,Put little time and effort into my work,仕事に時間や労力をかけない,1,5.00,4.67
I1470,Put off unpleasant tasks,嫌な仕事を先延ばしにする,1,5.00,5.00
I1471,Put on a show to impress people,人に印象づけるために演技する,1,4.00,3.67
I1472,Put people under pressure,人にプレッシャーをかける,1,5.00,4.67
I1473,Put pictures in a photo album,写真をアルバムに整理する,1,4.00,5.00
I1474,Put up with anything,何でも我慢する,1,5.00,4.33
I1475,Put work above pleasure,楽しみより仕事を優先する,1,5.00,5.00
I1476,Question my ability to do my work properly,自分の仕事能力に疑問を持つ,1,4.00,4.67
I1477,Quick to understand things,物事を素早く理解する,1,5.00,5.00
I1478,Quickly forget disagreements,意見の対立をすぐ忘れる,1,4.00,4.00
I1479,Quickly get the idea of things,物事の要点を素早くつかむ,1,4.00,5.00
I1480,Quickly lose interest in the tasks I start,始めた課題にすぐ興味を失う,1,5.00,4.67
I1481,Quickly recognize possibilities,可能性をすぐに見出す,1,4.00,3.67
I1482,Quickly think up new ideas,新しいアイデアをすぐに思いつく,1,5.00,5.00
I1483,Quit tasks as soon as I get bored,飽きるとすぐに作業をやめる,1,4.00,4.00
I1484,"Raced a car, truck or motorcycle",車やバイクでレースをする,1,4.00,4.67
I1485,Radiate joy,喜びを振りまく,,3.00,2.33
I1486,Raise flowers,花を育てる,1,4.00,5.00
I1487,Rarely analyze my emotions,自分の感情を分析しない,,3.00,4.00
I1488,Rarely complain,不満を言わない,,3.00,5.00
I1489,Rarely cry during sad movies,悲しい映画で泣かない,1,4.00,5.00
I1490,Rarely enjoy behaving in a silly manner,ふざけた行動を楽しまない,,3.00,3.67
I1491,Rarely enjoy being with people,人といて楽しいと感じることは少ない,,3.00,5.00
I1492,Rarely feel angry with people,人に対して怒りを感じることは少ない,1,5.00,5.00
I1493,Rarely feel depressed,憂うつな気分になることは少ない,1,5.00,5.00
I1494,Rarely get caught up in the excitement,興奮や盛り上がりに巻き込まれることは少ない,1,4.00,4.00
I1495,Rarely get irritated,イライラすることは少ない,1,5.00,5.00
I1496,Rarely look for a deeper meaning in things,物事の深い意味を探ることは少ない,1,5.00,4.67
I1497,Rarely lose my composure,冷静さを失うことは少ない,1,5.00,5.00
I1498,Rarely notice my emotional reactions,自分の感情の動きに気づくことは少ない,1,4.00,4.67
I1499,Rarely overindulge,やりすぎることは少ない,,3.00,3.67
I1500,Rarely put people under pressure,人にプレッシャーをかけることは少ない,1,5.00,4.67
I1501,Rarely show my anger,怒りを表に出さない,1,4.00,5.00
I1502,Rarely smile,笑顔を見せない,1,4.00,5.00
I1503,Rarely talk about sex,性について話さない,1,4.00,5.00
I1504,Rarely think about how I feel,自分の感情について考えない,1,4.00,5.00
I1505,Rarely worry,心配しない,1,4.00,5.00
I1506,React intensely,激しく反応する,1,5.00,4.67
I1507,React quickly,素早く反応する,1,5.00,4.67
I1508,React slowly,ゆっくり反応する,1,5.00,4.67
I1509,React strongly to criticism,批判に強く反応する,1,5.00,5.00
I1510,Read a book,本を読む,1,5.00,5.00
I1511,Read a book about religion or spirituality,宗教や精神性に関する本を読む,1,5.00,5.00
I1512,Read a book about the things that I collect,自分が収集しているものに関する本を読む,1,5.00,5.00
I1513,Read a book on a financial topic,金融に関する本を読む,1,5.00,5.00
I1514,Read a car magazine or book,車の雑誌や本を読む,1,5.00,5.00
I1515,Read a fashion-related book,ファッション関連の本を読む,1,5.00,5.00
I1516,Read a fashion-related magazine,ファッション雑誌を読む,1,4.00,5.00
I1517,Read a large variety of books,幅広いジャンルの本を読む,1,4.00,5.00
I1518,Read a lot,たくさん本を読む,1,4.00,5.00
I1519,Read a news magazine,ニュース雑誌を読む,1,4.00,5.00
I1520,Read a self-help book,自己啓発本を読む,1,5.00,5.00
I1521,Read a story to a child,子どもに物語を読み聞かせる,1,4.00,5.00
I1522,Read all the time,いつも本を読んでいる,1,4.00,3.67
I1523,Read an entire book in one sitting,一気に本を一冊読み切る,1,5.00,4.67
I1524,Read in bed before going to sleep,寝る前にベッドで本を読む,1,4.00,5.00
I1525,Read many books,たくさんの本を読む,1,5.00,5.00
I1526,Read music-related news,音楽関連のニュースを読む,1,5.00,5.00
